"","Instrument","Company.Common.Name","Deal.Permid","Loan.Dates..Announcement.Date","Loan.Dates..Financial.Close.Date.of.Loan.Package","Maturity..Maturity.Date","Loan.Type","Use.of.Proceeds","Loan.Repayment..Type","Loans.Issuer.Borrower.Ultimate.Parent.Name.Full","Loan.Package.Amount","Number.of.all.Managers..inc..Int.l.Co.Managers","All.Managers..inc..Int.l.Co.Managers..Parent..Full.Name.","All.Managers..inc..Int.l.Co.Managers..Parent..Code.","All.Loans.Manager.Roles","Loan.Manager.Commitment.Amount"
"95",4296555324,"Cargill Inc",154083595377,"2014-09-29","2014-10-24","2015-10-23","364 Day Revolver","Standby/CP Support",NA,"Cargill Inc",5e+09,22,"Westpac Banking Corp","WESTPAC","Co-Lead Manager",227272727.272727
"96",4296555324,"Cargill Inc",154083595378,"2014-09-29","2014-10-24","2019-10-24","Revolving Credit Facility","Refinancing",NA,"Cargill Inc",5e+09,10,"Sumitomo Mitsui Financial Group Inc","SUM-MIT-FIN-GRP","Manager",5e+08
"97",4296555324,"Cargill Inc",154083598339,"2014-07-03","2014-07-03","2019-07-03","Term Loan A","Standby/CP Support",NA,"Cargill Inc",229156856.073494,24,"Oddo BHF SCA","ODDO-BHF-SCA","Co-Manager",9548202.33639558
"98",4296555324,"Cargill Inc",154083598340,"2014-07-03","2014-07-03","2019-07-03","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",229156856.073494,3,"UBS","UBS-BANK","Co-Manager",76385618.6911647
"99",4296555324,"Cargill Inc",154083598341,"2014-07-03","2014-07-03","2019-07-03","Capital Expenditure Facility","General Corporate Purpose",NA,"Cargill Inc",229156856.073494,5,"Landesbank Hessen-Thueringen Girozentrale","HESSEN-T","Co-Manager",45831371.2146988
"100",4296555324,"Cargill Inc",154083601892,"2015-05-25","2015-06-16","2022-06-16","Term Loan B","Refinance/Retiring Bank Debt","Bullet","Cargill Inc",244036841.690939,2,"SBI Holdings Inc","SBI-HOL","Co-Manager",122018420.84547
"101",4296555324,"Cargill Inc",154083601893,"2015-05-25","2015-06-16","2021-06-16","Term Loan A","General Corporate Purpose","Amortizing","Cargill Inc",244036841.690939,2,"Societe Generale SA","SOC-GEN","Co-Manager",122018420.84547
"102",4296555324,"Cargill Inc",154083602739,"2015-05-25","2015-06-16","2021-06-16","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Cargill Inc",244036841.690939,6,"Portigon AG","PORTIGON","Co-Manager",40672806.9484898
"103",4296555324,"Cargill Inc",154083602740,"2015-05-25","2015-06-16","2021-06-16","Capital Expenditure Facility","Working Capital","Amortizing","Cargill Inc",244036841.690939,2,"Bayerische Landesbank Girozentrale","BAYER-LANDES","Provider",122018420.84547
"104",4296555324,"Cargill Inc",154083602956,"2015-09-28","2015-10-23","2020-10-08","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",5e+09,2,"BMO Capital Markets","BMO-CAPITAL","Provider",2.5e+09
"105",4296555324,"Cargill Inc",154083602957,"2015-09-28","2015-10-23","2016-10-22","364 Day Revolver","Working Capital",NA,"Cargill Inc",5e+09,9,"Nordea","NORDEA-BANK","Provider",555555555.555556
"106",4296555324,"Cargill Inc",154083604562,"2014-05-21","2014-05-21","2017-05-21","Revolving Credit Facility","Working Capital",NA,"Sugar Growers & Refiners Inc",163300000,6,"Mizuho Financial Group","MIZUHO-FINAN","Provider",27216666.6666667
"107",4296555324,"Cargill Inc",154083605381,"2014-09-12","2014-09-12","2017-09-12","Revolving Credit Facility","Refinancing","Bullet","Cargill Inc",121999710.8155,6,"European Investment Bank","EIB","Provider",20333285.1359167
"108",4296555324,"Cargill Inc",154083605382,"2014-09-12","2014-09-12","2017-09-12","Guarantee Facility","General Corporate Purpose","Bullet","Cargill Inc",121999710.8155,2,"Deutsche Bank","DEUTSCHE-BANK","Provider",60999855.40775
"109",4296555324,"Cargill Inc",154083605383,"2014-09-12","2014-09-12","2017-09-12","Term Loan","General Corporate Purpose","Bullet","Cargill Inc",121999710.8155,10,"Aozora Bank Ltd","AOZORA-BANK","Provider",12199971.08155
"110",4296555324,"Cargill Inc",154083619975,"2016-03-10","2016-03-10","2017-03-10","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",1e+09,10,"ING","ING","Provider",1e+08
"111",4296555324,"Cargill Inc",154083622730,"2016-10-21","2016-10-21","2017-10-20","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",5e+09,6,"Cooperatieve Rabobank UA","RABOBANK","Provider",833333333.333333
"112",4296555324,"Cargill Inc",154083622731,"2016-10-21","2016-10-21","2021-10-21","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",5e+09,5,"Barclays","BARCLAYS-CAP","Underwriter",1e+09
"113",4296555324,"Cargill Inc",154083627230,"2016-03-10","2016-03-10","2017-03-10","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Cargill Inc",1e+09,6,"Goldman Sachs & Co","GS","Advisor To Borrower",166666666.666667
"114",4296555324,"Cargill Inc",154083636928,"2017-03-01","2017-03-01","2018-03-10","Revolving Credit Facility","Working Capital",NA,"Cargill Inc",1e+09,2,"European Investment Bank","EIB","Provider",5e+08
"115",4296555324,"Cargill Inc",154083639828,"2017-04-20",NA,"2027-04-20","Term Loan","General Corporate Purpose",NA,"Cargill Inc",7.4e+07,9,"Deutsche Bank","DEUTSCHE-BANK","Arranger",8222222.22222222
"116",4296555324,"Cargill Inc",154083649258,"2017-10-20","2017-10-20","2018-10-19","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",1.25e+09,10,"JP Morgan & Co Inc","JPM","Arranger",1.25e+08
"117",4296555324,"Cargill Inc",154083663234,"2017-12-16","2017-12-22","2022-12-22","Revolving Credit Facility","Working Capital",NA,"PTT Global Chemical PCL",6.5e+07,9,"UBS","UBS-BANK","Arranger",7222222.22222222
"118",4296555324,"Cargill Inc",154083663235,"2017-12-16","2017-12-22","2022-12-22","Term Loan A","General Corporate Purpose",NA,"PTT Global Chemical PCL",6.5e+07,6,"Citi","CITI","Administration Agent",10833333.3333333
"119",4296555324,"Cargill Inc",154085062411,"2018-03-07","2018-03-07","2019-03-07","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Cargill Inc",1e+09,8,"BofA Securities Inc","BOFA-SEC-INC","Syndication Agent",1.25e+08
"120",4296555324,"Cargill Inc",154085166024,"2018-07-20","2018-07-20","2023-04-25","Term Loan","General Corporate Purpose",NA,"Cargill Inc",242558466.725067,1,"NatWest","NATWEST-GRP","Lender",242558466.725067
"121",4296555324,"Cargill Inc",154085251296,"2018-10-19","2018-10-19","2019-10-18","364 Day Revolver","Refinancing",NA,"Cargill Inc",1.25e+09,2,"NatWest","NATWEST-GRP","Lender",6.25e+08
"122",4296555324,"Cargill Inc",154085367222,"2019-03-06","2019-03-06","2020-03-06","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",1e+09,4,"BMO Capital Markets","BMO-CAPITAL","Lender",2.5e+08
"123",4296555324,"Cargill Inc",154085602434,"2019-10-18","2019-10-18","2024-10-18","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",5e+09,1,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",5e+09
"124",4296555324,"Cargill Inc",154085602435,"2019-10-18","2019-10-18","2020-10-17","364 Day Revolver","Working Capital",NA,"Cargill Inc",5e+09,5,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",1e+09
"125",4296555324,"Cargill Inc",154085653933,"2020-03-27","2020-03-27","2021-03-26","364 Day Revolver","Refinancing",NA,"Cargill Inc",1e+09,3,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",333333333.333333
"126",4296555324,"Cargill Inc",154086957369,"2020-10-16","2020-10-16","2021-10-15","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",1.25e+09,1,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",1.25e+09
"127",4296555324,"Cargill Inc",154087113905,"2021-03-18","2021-03-26","2022-03-25","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",1e+09,2,"Cooperatieve Rabobank UA","RABOBANK","Lender",5e+08
"128",4296555324,"Cargill Inc",154087307606,"2021-09-08","2022-07-22","2027-07-22","Term Loan A","Pay Fees And Expenses",NA,"Sycamore Buyer LLC",3.25e+09,3,"Piper Sandler & Co","PIPER-SANDLER","Lender",1083333333.33333
"129",4296555324,"Cargill Inc",154087307607,"2021-09-08","2022-07-22","2029-07-22","Term Loan A","Working Capital",NA,"Sycamore Buyer LLC",3.25e+09,3,"JP Morgan & Co Inc","JPM","Lender",1083333333.33333
"130",4296555324,"Cargill Inc",154087307608,"2021-09-08","2022-07-22","2027-07-22","Revolving Credit Facility","Capital Expenditures",NA,"Sycamore Buyer LLC",3.25e+09,3,"BofA Securities Inc","BOFA-SEC-INC","Lender",1083333333.33333
"131",4296555324,"Cargill Inc",154087307609,"2021-09-08","2022-07-22","2029-07-22","Term Loan B","General Corporate Purpose",NA,"Sycamore Buyer LLC",3.25e+09,11,"Northern Trust Corp","NORTHERN-T-CORP","Lender",295454545.454545
"132",4296555324,"Cargill Inc",154087318465,"2017-12-15","2017-12-15","2022-12-15","Revolving Credit Facility","Future Acquisitions",NA,"CHS Inc",8.5e+08,3,"PNC Financial Services Group Inc","PNC-FINANCIAL","Lender",283333333.333333
"133",4296555324,"Cargill Inc",154087318466,"2017-12-15","2017-12-15",NA,"Term Loan A","General Corporate Purpose",NA,"CHS Inc",8.5e+08,1,"RBC Capital Markets","RBC-CAP-MKTS","Lender",8.5e+08
"134",4296555324,"Cargill Inc",154087318500,"2021-09-17","2021-09-17","2026-09-17","Revolving Credit Facility","Refinancing",NA,"CHS Inc",6e+08,3,"Citi","CITI","Administration Agent",2e+08
"135",4296555324,"Cargill Inc",154087364064,"2021-10-15","2021-10-15","2026-10-26","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",6e+09,2,"BofA Securities Inc","BOFA-SEC-INC","Syndication Agent",3e+09
"136",4296555324,"Cargill Inc",154087364065,"2021-10-15","2021-10-15","2022-10-14","364 Day Revolver","Refinancing",NA,"Cargill Inc",6e+09,2,"NatWest","NATWEST-GRP","Lender",3e+09
"137",4296555324,"Cargill Inc",154087374102,"2021-10-20","2021-10-20","2026-10-20","Revolving Credit Facility","General Corporate Purpose",NA,"PTT Global Chemical PCL",3.5e+08,3,"NatWest","NATWEST-GRP","Lender",116666666.666667
"138",4296555324,"Cargill Inc",154087821091,"2022-10-14","2022-10-14","2023-10-05","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",1.5e+09,2,"BMO Capital Markets","BMO-CAPITAL","Lender",7.5e+08
"139",4296555324,"Cargill Inc",154087864355,"2022-12-28","2022-12-30","2026-09-17","Revolving Credit Facility","General Corporate Purpose",NA,"CHS Inc",6e+08,5,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",1.2e+08
"140",4296555324,"Cargill Inc",154088071785,"2023-05-15","2023-05-15","2024-05-13","364 Day Revolver","Refinance/Retiring Bank Debt",NA,"Cargill Inc",1.5e+08,5,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",3e+07
"141",4296555324,"Cargill Inc",154088270503,"2023-10-13","2023-10-13","2024-10-12","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",6e+09,2,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",3e+09
"142",4296555324,"Cargill Inc",154088270504,"2023-10-13","2023-10-13","2028-10-13","Revolving Credit Facility","Refinance/Retiring Bank Debt",NA,"Cargill Inc",6e+09,2,"Credit Agricole Corporate & Investment Bank","CREDIT-AGRI-CIB","Lender",3e+09
"143",4296555324,"Cargill Inc",154088678165,"2024-10-23","2024-10-23","2029-10-23","Revolving Credit Facility","General Corporate Purpose",NA,"CHS Inc",8.5e+08,2,"Cooperatieve Rabobank UA","RABOBANK","Lender",4.25e+08
"144",4296555324,"Cargill Inc",154088700800,"2024-10-23","2024-10-23","2031-10-23","Term Loan A","General Corporate Purpose",NA,"CHS Inc",8.5e+08,2,"Piper Sandler & Co","PIPER-SANDLER","Lender",4.25e+08
"145",4296555324,"Cargill Inc",154088732154,"2024-10-11","2024-10-11","2025-10-10","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",1.5e+09,4,"JP Morgan & Co Inc","JPM","Lender",3.75e+08
"146",4296555324,"Cargill Inc",154088901812,"2025-05-13","2025-05-21","2032-05-16","Term Loan B","General Corporate Purpose",NA,"Sycamore Buyer LLC",3.3e+09,2,"BofA Securities Inc","BOFA-SEC-INC","Lender",1.65e+09
"147",4296555324,"Cargill Inc",154088912754,"2025-05-13","2025-05-21","2030-05-12","Term Loan A","General Corporate Purpose",NA,"Sycamore Buyer LLC",3.3e+09,2,"Northern Trust Corp","NORTHERN-T-CORP","Lender",1.65e+09
"148",4296555324,"Cargill Inc",154088912755,"2025-05-13","2025-05-21","2032-05-12","Term Loan A","General Corporate Purpose",NA,"Sycamore Buyer LLC",3.3e+09,3,"PNC Financial Services Group Inc","PNC-FINANCIAL","Lender",1.1e+09
"149",4296555324,"Cargill Inc",154088912756,"2025-05-13","2025-05-21","2030-05-12","Revolving Credit Facility","General Corporate Purpose",NA,"Sycamore Buyer LLC",3.3e+09,1,"RBC Capital Markets","RBC-CAP-MKTS","Lender",3.3e+09
"150",4296555324,"Cargill Inc",154088933417,"2025-05-13","2025-05-13","2026-05-12","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",1.5e+08,2,"Citi","CITI","Administration Agent",7.5e+07
"151",4296555324,"Cargill Inc",154089141713,"2025-10-27","2025-11-21","2032-05-21","Term Loan B","General Corporate Purpose",NA,"Sycamore Buyer LLC",4.99e+08,2,"BofA Securities Inc","BOFA-SEC-INC","Co-Agent",3.5e+07
"152",4296555324,"Cargill Inc",154089169974,"2025-10-30","2025-10-30","2026-10-29","364 Day Revolver","General Corporate Purpose",NA,"Cargill Inc",6e+09,1,"Citi","CITI","Administration Agent",6e+09
"153",4296555324,"Cargill Inc",154089169995,"2025-10-30","2025-10-30","2030-10-30","Revolving Credit Facility","General Corporate Purpose",NA,"Cargill Inc",6e+09,1,"BofA Securities Inc","BOFA-SEC-INC","Syndication Agent",6e+09
"1764",5000029409,"COFCO Corp",154083352321,"1998-09-01","1998-09-09","1999-09-08","Letter Of Credit","Refinancing","Bullet","Peoples Republic Of China",2e+08,8,"BofA Securities Inc","BOFA-SEC-INC","Arranger",2e+07
"1765",5000029409,"COFCO Corp",154083354450,"1999-04-01","1999-09-01","2000-08-30","Letter Of Credit","Standby/CP Support","Bullet","Peoples Republic Of China",2e+08,21,"Monte dei Paschi di Siena","MONTE","Co-Arranger",2e+07
"1766",5000029409,"COFCO Corp",154083359487,"2000-09-14","2000-09-14","2001-09-01","Letter Of Credit","Finance Linked-Trade","Bullet","Peoples Republic Of China",2e+08,17,"Bank of China Ltd","BK-CHINA-LTD","Co-Arranger",2e+07
"1767",5000029409,"COFCO Corp",154083360868,"1997-05-22","1997-05-22","2000-05-01","Transferable Loan Facility","General Corporate Purpose","Amortizing","Peoples Republic Of China",1.2e+08,11,"Cooperatieve Rabobank UA","RABOBANK","Co-Arranger",2e+07
"1768",5000029409,"COFCO Corp",154083367355,"1995-06-22","1995-06-22","1996-06-22","Term Loan","Refinancing",NA,"Peoples Republic Of China",17800000,13,"IMI - Intesa Sanpaolo","INTESA-SAN","Lead Manager",1.2e+07
"1769",5000029409,"COFCO Corp",154083367827,"1996-02-08","1996-02-08","1999-02-08","Term Loan","Refinancing","Amortizing","Peoples Republic Of China",7e+07,17,"ING","ING","Lead Manager",1e+07
"1770",5000029409,"COFCO Corp",154083368662,"1996-07-18","1996-07-18","1999-07-18","Term Loan","General Corporate Purpose","Amortizing","Peoples Republic Of China",4.2e+07,24,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Lead Manager",1e+07
"1771",5000029409,"COFCO Corp",154083368781,"1996-03-12","1996-03-12","1999-03-12","Transferable Loan Facility","General Corporate Purpose","Bullet","Grand Silver Trading Co Ltd",5e+07,24,"BNP Paribas SA","BNP-PARIBAS","Lead Manager",1e+07
"1772",5000029409,"COFCO Corp",154083368782,"1996-03-12","1996-03-12","1999-03-12","Transferable Loan Facility","General Corporate Purpose","Bullet","Grand Silver Trading Co Ltd",5e+07,19,"Mizuho Financial Group","MIZUHO-FINAN","Lead Manager",1e+07
"1773",5000029409,"COFCO Corp",154083368966,"1996-04-24","1996-04-24","1999-04-24","Term Loan","General Corporate Purpose","Bullet","Peoples Republic Of China",1e+07,24,"Commerzbank AG","COMMERZBANK","Lead Manager",1e+07
"1774",5000029409,"COFCO Corp",154083374161,"1994-03-02","1994-03-02","1996-01-01","Term Loan","General Corporate Purpose","Amortizing","Peoples Republic Of China",4.6e+07,8,"KBC Group NV","KBC-GROUP","Lead Manager",1e+07
"1775",5000029409,"COFCO Corp",154083374253,"1994-03-01","1994-03-01","2000-01-01","Term Loan","General Corporate Purpose","Amortizing","Hong Kong Pang Thai Limited",1.8e+07,19,"Standard Chartered PLC","SCPLC","Lead Manager",1e+07
"1776",5000029409,"COFCO Corp",154083385909,"1997-11-28","1997-11-28","2002-01-01","Term Loan","General Corporate Purpose","Amortizing","Peoples Republic Of China",129369453.28469,8,"CITIC","CITIC-GRP-CORP","Lead Manager",5e+06
"1777",5000029409,"COFCO Corp",154083388512,"1995-08-28","1995-08-28","1996-08-28","Letter Of Credit","Working Capital",NA,"Peoples Republic Of China",5e+07,14,"Bank of Communications {BoCOMM}","BK-COMM-SHANG","Manager",5e+06
"1778",5000029409,"COFCO Corp",154083404577,"1999-09-01","1999-09-01","2000-09-01","Letter Of Credit","Construction","Bullet","Peoples Republic Of China",2e+08,11,"CoBank ACB","COBANK","Manager",5e+06
"1779",5000029409,"COFCO Corp",154083408459,"2000-05-18","2000-05-01","2003-01-01","Term Loan","General Corporate Purpose","Amortizing","Peoples Republic Of China",7e+07,17,"Comerica Inc,Detroit,Michigan","COMERICA-INC","Manager",5e+06
"1780",5000029409,"COFCO Corp",154083415873,"2001-05-31","2001-07-05","2006-07-01","Transferable Loan Facility","General Corporate Purpose","Bullet","Peoples Republic Of China",1.6e+08,11,"DBS Group Holdings","DBSGR","Manager",5e+06
"1781",5000029409,"COFCO Corp",154083421209,"2001-08-22","2001-08-22","2002-08-22","Standby Letter Of Credit","Standby/CP Support","Bullet","Peoples Republic Of China",1.2e+08,22,"JP Morgan & Co Inc","JPM","Manager",5e+06
"1782",5000029409,"COFCO Corp",154083429166,"2002-10-21","2002-12-09","2007-12-09","Transferable Loan Facility","General Corporate Purpose","Bullet","Peoples Republic Of China",2e+08,19,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Manager",5e+06
"1783",5000029409,"COFCO Corp",154083430183,"2002-06-17","2002-09-13","2005-09-01","Letter Of Credit","Working Capital","Bullet","Peoples Republic Of China",1.5e+08,24,"Natixis","NATIXIS","Manager",3e+06
"1784",5000029409,"COFCO Corp",154083433844,"2003-05-03","2003-09-08","2011-08-11","Term Loan","Refinancing","Amortizing","Peoples Republic Of China",1.35e+08,22,"KBC Group NV","KBC-GROUP","Co-Arranger",1e+07
"1785",5000029409,"COFCO Corp",154083461433,"2005-08-18",NA,"2008-08-18","Term Loan","Working Capital","Bullet","Peoples Republic Of China",1.5e+08,13,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Co-Arranger",1e+07
"1786",5000029409,"COFCO Corp",154083466765,"2005-09-01","2005-10-18","2008-10-18","Letter Of Credit","Refinancing","Bullet","Peoples Republic Of China",1.5e+08,6,"ING","ING","Arranger",13500000
"1787",5000029409,"COFCO Corp",154083486321,"2010-10-12",NA,NA,"Term Loan","Refinancing",NA,"COFCO Ltd",5e+08,12,"Monte dei Paschi di Siena","MONTE","Arranger",18500000
"1788",5000029409,"COFCO Corp",154083486471,"2009-10-01","2009-11-16","2014-11-16","Term Loan","Standby/CP Support","Amortizing","COFCO Ltd",2.5e+08,11,"Standard Chartered PLC","SCPLC","Arranger",18500000
"1789",5000029409,"COFCO Corp",154083488937,"2011-08-31","2011-10-20","2014-10-20","Letter Of Credit","Ship Financing",NA,"COFCO Corp",1.5e+08,2,"IMI - Intesa Sanpaolo","INTESA-SAN","Arranger",18500000
"1790",5000029409,"COFCO Corp",154083544953,"2008-09-06","2008-10-20","2011-10-20","Letter Of Credit","Refinancing","Bullet","COFCO Ltd",1.5e+08,15,"BofA Securities Inc","BOFA-SEC-INC","Arranger",18500000
"1791",5000029409,"COFCO Corp",154083581263,"2013-09-11","2013-09-11","2016-09-11","Term Loan","Refinancing",NA,"COFCO Corp",141860435.124644,4,"Cooperatieve Rabobank UA","RABOBANK","Arranger",18500000
"1792",5000029409,"COFCO Corp",154083587437,"2014-09-04","2014-09-29","2015-09-29","Revolving Credit Facility","Acquisition Finance","Bullet","COFCO Corp",2.55e+09,6,"JP Morgan & Co Inc","JPM","Arranger",18500000
"1793",5000029409,"COFCO Corp",154083587957,"2014-05-18","2014-07-04","2015-07-04","Term Loan","Working Capital","Bullet","COFCO Corp",3.2e+09,8,"DBS Group Holdings","DBSGR","Arranger",13500000
"1794",5000029409,"COFCO Corp",154083588664,"2014-08-19","2014-08-19","2018-02-19","Term Loan","Capital Expenditures","Bullet","COFCO Corp",2.1e+08,6,"BNP Paribas SA","BNP-PARIBAS","Arranger",18500000
"1795",5000029409,"COFCO Corp",154083593694,"2015-03-12","2015-03-12","2017-03-12","Term Loan","Investment / Loan",NA,"COFCO Corp",61502219.9508097,19,"Bank of China Ltd","BK-CHINA-LTD","Arranger",18500000
"1796",5000029409,"COFCO Corp",154083594883,"2014-05-18","2014-07-04","2019-07-04","Term Loan","Refinance/Retiring Bank Debt","Bullet","COFCO Corp",3.2e+09,12,"Comerica Inc,Detroit,Michigan","COMERICA-INC","Manager",5e+06
"1797",5000029409,"COFCO Corp",154083598574,"2015-07-13","2015-07-13","2018-07-13","Term Loan","General Corporate Purpose",NA,"COFCO Corp",3.5e+08,13,"BofA Securities Inc","BOFA-SEC-INC","Arranger",1.9e+07
"1798",5000029409,"COFCO Corp",154083603126,"2015-03-12","2015-03-12","2017-03-12","Term Loan","Refinance/Retiring Bank Debt",NA,"COFCO Corp",184958635.448941,17,"IMI - Intesa Sanpaolo","INTESA-SAN","Arranger",1.7e+07
"1799",5000029409,"COFCO Corp",154083603294,"2015-01-21","2015-04-24","2018-04-24","Revolving Credit Facility","General Corporate Purpose",NA,"COFCO Corp",9e+08,1,"Monte dei Paschi di Siena","MONTE","Arranger",1.7e+07
"1800",5000029409,"COFCO Corp",154083603295,"2015-01-21","2015-04-24","2016-05-28","Revolving Credit Facility","General Corporate Purpose",NA,"COFCO Corp",9e+08,12,"ING","ING","Arranger",1.7e+07
"1801",5000029409,"COFCO Corp",154083603445,"2015-09-29","2015-09-29","2016-09-29","Revolving Credit Facility","Acquisition Finance","Bullet","COFCO Corp",1706100000,28,"JP Morgan & Co Inc","JPM","Arranger",1.7e+07
"1802",5000029409,"COFCO Corp",154083608593,"2014-09-04","2014-09-29","2016-09-29","Revolving Credit Facility","Refinancing","Bullet","COFCO Corp",2.55e+09,5,"BNP Paribas SA","BNP-PARIBAS","Arranger",1.7e+07
"1803",5000029409,"COFCO Corp",154083609133,"2015-03-12","2015-03-12","2023-03-12","Term Loan","General Corporate Purpose",NA,"COFCO Corp",169658542.8179,7,"Commerzbank AG","COMMERZBANK","Arranger",1.7e+07
"1804",5000029409,"COFCO Corp",154083612913,"2015-03-12","2015-03-12","2017-03-12","Term Loan","Real Estate/Property Acquisition",NA,"COFCO Corp",213287763.120069,7,"KBC Group NV","KBC-GROUP","Arranger",1.7e+07
"1805",5000029409,"COFCO Corp",154083614712,"2016-07-26","2016-09-20","2019-09-20","Revolving Credit Facility","Acquisition Finance","Bullet","COFCO Corp",2.6e+09,4,"Standard Chartered PLC","SCPLC","Arranger",1.7e+07
"1806",5000029409,"COFCO Corp",154083614713,"2016-07-26","2016-09-20","2017-09-20","364 Day Revolver","Refinancing","Bullet","COFCO Corp",2.6e+09,20,"Bank of China Ltd","BK-CHINA-LTD","Arranger",1.7e+07
"1807",5000029409,"COFCO Corp",154083618326,"2016-12-20","2016-12-20","2019-12-20","Revolving Credit Facility","General Corporate Purpose","Bullet","Pentag Commodities Pty Ltd",94367015.0987224,1,"Banca di Napoli Credito Agrari","BANCA","Co-Arranger",9e+06
"1808",5000029409,"COFCO Corp",154083618582,"2016-07-26","2016-09-20","2019-09-20","Term Loan","Real Estate/Property Acquisition","Bullet","COFCO Corp",2.6e+09,7,"HSBC Holdings PLC","SAM-CAPEL-HSBC","Co-Arranger",9e+06
"1809",5000029409,"COFCO Corp",154083618860,"2016-01-27",NA,"2024-01-27","Term Loan","General Corporate Purpose",NA,"CHS Inc",32500000,5,"Comerica Inc,Detroit,Michigan","COMERICA-INC","Manager",5e+06
"1810",5000029409,"COFCO Corp",154083621514,"2016-02-26","2016-02-26","2021-02-26","Term Loan","General Corporate Purpose",NA,"COFCO Corp",1.1e+08,5,"Mitsubishi UFJ Financial Group","MITSUBISHI-UFJ","Manager",5e+06
"1811",5000029409,"COFCO Corp",154083623977,"2016-01-27",NA,"2021-01-27","Term Loan","General Corporate Purpose",NA,"CHS Inc",32500000,24,"Korea Development Bank","KDB","Co-Arranger",9e+06
"1812",5000029409,"COFCO Corp",154083627359,"2016-03-24","2016-05-19","2019-05-19","Term Loan","General Corporate Purpose",NA,"COFCO Corp",3e+08,4,"Export-Import Bank of Korea","KEXIM","Co-Arranger",9e+06
"1813",5000029409,"COFCO Corp",154083630700,"2016-03-15","2016-04-20","2017-04-19","364 Day Revolver","Real Estate/Property Acquisition",NA,"COFCO Corp",9e+08,20,"Korean French Banking Corp","KOREAN-FRENCH","Co-Arranger",7250000
"1814",5000029409,"COFCO Corp",154083630701,"2016-03-15","2016-04-20","2019-04-20","Revolving Credit Facility","Real Estate/Property Acquisition",NA,"COFCO Corp",9e+08,3,"Oversea-Chinese Banking Corp Ltd","OCBC","Co-Arranger",9e+06
