Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
ULVR.L,,Gutmann Kapitalanlage Aktiengesellschaft,135853,0.0062,
ULVR.L,,BRW Finanz AG,134657,0.0062,
ULVR.L,,"EARNEST Partners, LLC",132493,0.0061,
ULVR.L,,W1M Asset Management Limited,131596,0.006,
ULVR.L,,Alpha Asset Management M.F.M.C.,130311,0.006,
ULVR.L,,AG2R La Mondiale Gestion d'Actifs SA,128928,0.0059,
ULVR.L,,Empire Life Investments Inc.,128048,0.0059,
ULVR.L,,Jyske Invest Fund Management A/S,126770,0.0058,
ULVR.L,,Security Kapitalanlage AG,126712,0.0058,
ULVR.L,,TOP Vermögensverwaltung AG,120000,0.0055,
ULVR.L,,Vanneck Limited,115599,0.0053,
ULVR.L,,Old Mutual Investment Group (South Africa) (Pty) Limited,115314,0.0053,
ULVR.L,,Valu-Trac Investment Management Ltd.,114600,0.0052,
ULVR.L,,"Brown, Shipley & Company Limited",113657,0.0052,
ULVR.L,,J. M. Finn & Co.,113231,0.0052,
ULVR.L,,LähiTapiola Varainhoito Oy,112309,0.0051,
ULVR.L,,Scottish Widows Unit Trust Managers Ltd,112200,0.0051,
ULVR.L,,DWS Investments UK Limited,111365,0.0051,
ULVR.L,,Church House Investments Limited,111112,0.0051,
ULVR.L,,Credit Suisse Fund Management SA_NLE,110070,0.005,
ULVR.L,,Flowerfield Vermögensverwaltung GmbH,109159,0.005,
ULVR.L,,State Street Investment Management Ireland,109065,0.005,
ULVR.L,,8AM Global Limited,108757,0.005,
ULVR.L,,Aktia Pankki Oyj,108443,0.005,
ULVR.L,,Castlebay Investment Partners LLP,108443,0.005,
ULVR.L,,Morgan Stanley Investment Management Inc. (US),106283,0.0049,
ULVR.L,,Corebridge Financial Inc.,106233,0.0049,
ULVR.L,,Acadian Asset Management LLC,105424,0.0048,
ULVR.L,,HANSAINVEST Hanseatische Investment GmbH,104214,0.0048,
ULVR.L,,"Mapfre Asset Management, SGIIC, S.A.",102783,0.0047,
ULVR.L,,Varsellona (Maria),101859,0.0047,
ULVR.L,,SEI Investments Management Corporation,101367,0.0046,
ULVR.L,,Magellan Investment Partners,101170,0.0046,
ULVR.L,,Victory Capital Management Inc.,100720,0.0046,
ULVR.L,,Bethmann Bank A.G.,100497,0.0046,
ULVR.L,,Marriott Asset Management (Pty) Ltd.,99884,0.0046,
ULVR.L,,Sparkasse Oberösterreich Kapitalanlagegesellschaft mbH,99378,0.0045,
ULVR.L,,Azimut Investments S.A.,99260,0.0045,
ULVR.L,,Franklin Templeton Investments Corporation,99252,0.0045,
ULVR.L,,First Trust Advisors L.P.,99070,0.0045,
ULVR.L,,Avellemy Limited,97624,0.0045,
ULVR.L,,"Bankinter Gestión de Activos, SGIIC S.A.",96261,0.0044,
ULVR.L,,Aargauische Kantonalbank,95411,0.0044,
ULVR.L,,Capanum GmbH,88888,0.0041,
ULVR.L,,Causeway Capital Management LLC,88745,0.0041,
ULVR.L,,Lombard Odier Asset Management (Europe) Ltd,88129,0.004,
ULVR.L,,Eaton Vance Management,87824,0.004,
ULVR.L,,"Daiwa Asset Management Co., Ltd.",87320,0.004,
ULVR.L,,Sygnia Asset Management,87088,0.004,
ULVR.L,,"Renta 4 Gestora, S.G.I.I.C., S.A.",86467,0.004,
ULVR.L,,Skandia Fonder AB,86434,0.004,
ULVR.L,,EFG Asset Management (UK) Limited,86001,0.0039,
ULVR.L,,ABN AMRO Investment Solutions (AAIS),85563,0.0039,
ULVR.L,,"Pzena Investment Management, LLC",85155,0.0039,
ULVR.L,,Berner Kantonalbank AG,85060,0.0039,
ULVR.L,,Arkéa Asset Management SA,83556,0.0038,
ULVR.L,,Bankhaus Carl Spängler & Co. AG,83476,0.0038,
ULVR.L,,Globalance Bank AG,80923,0.0037,
ULVR.L,,Siemens Fonds Invest GmbH,80591,0.0037,
ULVR.L,,"Unicaja Asset Management, S.G.I.I.C., S.A.U.",80333,0.0037,
ULVR.L,,Borletti Private Equity,80000,0.0037,
ULVR.L,,Baillie Gifford Overseas Ltd.,79760,0.0037,
ULVR.L,,Boston Trust Walden Company,79555,0.0036,
ULVR.L,,"BBVA Asset Management, S.A., S.G.I.I.C.",78273,0.0036,
ULVR.L,,Lombard Odier Asset Management (USA) Corp.,77941,0.0036,
ULVR.L,,Daiwa Asset Management (Singapore) Ltd.,76146,0.0035,
ULVR.L,,ABN AMRO Bank (Belgium),75988,0.0035,
ULVR.L,,"Ninety One North America, Inc.",75704,0.0035,
ULVR.L,,UBS LA MAISON de Gestion SAS,75683,0.0035,
ULVR.L,,Quintet Private Bank,75588,0.0035,
ULVR.L,,SIA Funds AG,75476,0.0035,
ULVR.L,,"Ibercaja Gestión S.G.I.I.C., S.A.",74729,0.0034,
ULVR.L,,ACATIS Investment Kapitalverwaltungsgesellschaft GmbH,74666,0.0034,
ULVR.L,,Groupama Asset Management,74359,0.0034,
ULVR.L,,"Rakuten Investment Management, Inc.",73092,0.0033,
ULVR.L,,Orcadia Asset Management,72252,0.0033,
ULVR.L,,IST Investmentstiftung,71608,0.0033,
ULVR.L,,Fineco Asset Management DAC,70359,0.0032,
ULVR.L,,Sydbank,68675,0.0031,
ULVR.L,,Wilmington Trust Investment Management LLC,68027,0.0031,
ULVR.L,,R.I.Vermögensbetreuung AG,66667,0.0031,
ULVR.L,,Vancity Investment Management Ltd.,65252,0.003,
ULVR.L,,SP-Fund Management Company Ltd,65000,0.003,
ULVR.L,,Stonehenge Fondsmæglerselskab A/S,64788,0.003,
ULVR.L,,"Allspring Global Investments, LLC",64410,0.0029,
ULVR.L,,Pendal Group Limited,64332,0.0029,
ULVR.L,,Diamond Hill Capital Management Inc.,64093,0.0029,
ULVR.L,,Finlandia Group Plc.,61844,0.0028,
ULVR.L,,"Bestinver Gestión S.A., S.G.I.I.C.",61833,0.0028,
ULVR.L,,Tresides Asset Management GmbH,61333,0.0028,
ULVR.L,,Flornoy Ferri SAS,61115,0.0028,
ULVR.L,,Voya Investment Management LLC,61074,0.0028,
ULVR.L,,Castlefield Investments,60875,0.0028,
ULVR.L,,Rothschild Martin Maurel,60486,0.0028,
ULVR.L,,BlackPoint Asset Management GmbH,58666,0.0027,
ULVR.L,,MEAG Munich ERGO Kapitalanlagegesellschaft mbH,58281,0.0027,
ULVR.L,,Maple Leaf Capital LLP,57295,0.0026,
ULVR.L,,Phatak (Srinivas),55737,0.0026,
ULVR.L,,Wahed Invest LLC,55731,0.0026,
ULVR.L,,Kulve (Peter Ter),55720,0.0026,
ULVR.L,,Sanlam Investment Management (Pty) Ltd.,55590,0.0025,
ULVR.L,,Kornitzer Capital Management Inc.,55563,0.0025,
ULVR.L,,"CCB Principal Asset Management Co., Ltd.",55101,0.0025,
ULVR.L,,Die Sparkasse Bremen AG,55089,0.0025,
ULVR.L,,OLZ AG,54915,0.0025,
ULVR.L,,"NAO ASSET MANAGEMENT ESG SGIIC, SA",54788,0.0025,
ULVR.L,,Bennbridge Ltd,54350,0.0025,
ULVR.L,,antea Vermögensverwaltung GmbH,54132,0.0025,
ULVR.L,,Linde & Partners Kapitalrådgivning A/S,53305,0.0024,
ULVR.L,,Santander Asset Management S.A. Administradora General de Fondos,53028,0.0024,
ULVR.L,,UBS AG,53020,0.0024,
ULVR.L,,Myria Asset Management,52499,0.0024,
ULVR.L,,S-Bank Fund Management Ltd,51555,0.0024,
ULVR.L,,Omnis Investments Limited,50038,0.0023,
ULVR.L,,"Creutz & Partners, Global Asset Management S.A.",50000,0.0023,
ULVR.L,,Polar Capital LLP,49990,0.0023,
ULVR.L,,Satrix Managers (RF) (Pty) Ltd,49302,0.0023,
ULVR.L,,Pax Asset Management AG,48888,0.0022,
ULVR.L,,Banque Internationale à Luxembourg (Suisse) SA,48660,0.0022,
ULVR.L,,Macquarie Investment Management Global Ltd.,47506,0.0022,
ULVR.L,,River Global Investors LLP,47229,0.0022,
ULVR.L,,Maybank Islamic Asset Management Sdn. Bhd.,46998,0.0022,
ULVR.L,,"The London Company of Virginia, LLC",46994,0.0022,
ULVR.L,,RWS Vermögensplanung AG,46626,0.0021,
ULVR.L,,Neuberger Berman Canada ULC,46085,0.0021,
ULVR.L,,"Bank Julius Baer & Co Ltd., Singapore Branch",46035,0.0021,
ULVR.L,,Econopolis Wealth Management NV,45847,0.0021,
ULVR.L,,Ålandsbanken Asset Management Ab,45688,0.0021,
ULVR.L,,BNP Paribas Asset Management Belgium S.A.,45664,0.0021,
ULVR.L,,"Santa Lucía Asset Management S.G.I.I.C., S.A.U.",45435,0.0021,
ULVR.L,,Dorval Asset Management,45348,0.0021,
ULVR.L,,Ecclissato (Reginaldo),45280,0.0021,
ULVR.L,,Sanlam Investments UK Limited,44521,0.002,
ULVR.L,,Walter Scott & Partners Ltd.,44356,0.002,
ULVR.L,,Valiant Bank AG,43807,0.002,
ULVR.L,,Amundi Hong Kong Limited,43777,0.002,
ULVR.L,,Hermes European Equities Ltd,43683,0.002,
ULVR.L,,"Mirae Asset Global Investments Co., Ltd.",43678,0.002,
ULVR.L,,Basellandschaftliche Kantonalbank,42150,0.0019,
ULVR.L,,National-Bank AG,41930,0.0019,
ULVR.L,,DWS CH AG,41635,0.0019,
ULVR.L,,Sella SGR S.p.A.,41510,0.0019,
ULVR.L,,"Caixa Gestão de Ativos Sociedade Gestora de Fundos de Investimento, S.A.",41467,0.0019,
ULVR.L,,Schelhammer Capital Bank AG,40879,0.0019,
ULVR.L,,"Korea Investment Management Co., Ltd.",40265,0.0018,
ULVR.L,,Metzler Asset Management GmbH,40167,0.0018,
ULVR.L,,Gudme Raaschou Fondsmæglerselskab A/S,40000,0.0018,
ULVR.L,,Tikehau Investment Management,39985,0.0018,
ULVR.L,,Charles Stanley & Co. Limited,39662,0.0018,
ULVR.L,,Deutsche Oppenheim Family Office AG,39655,0.0018,
ULVR.L,,"Nuveen Asset Management, LLC",39555,0.0018,
ULVR.L,,Federal Finance Gestion_NLE,39554,0.0018,
ULVR.L,,PIMCO (US),39474,0.0018,
ULVR.L,,Fondsmaeglerselskabet Stockrate Asset Management A/S,38533,0.0018,
ULVR.L,,"Fuh Hwa Securities Investment Trust Co., Ltd.",38453,0.0018,
ULVR.L,,Swisscanto Fondsleitung AG,38122,0.0017,
ULVR.L,,Swiss Rock Asset Management AG,37915,0.0017,
ULVR.L,,"BPI Gestão de Activos - S.G.F.I.M., S.A.",37713,0.0017,
ULVR.L,,First Private Investment Management KAG mbH,37417,0.0017,
ULVR.L,,INVESCO Asset Management (Japan) Ltd.,36800,0.0017,
ULVR.L,,Vermeer Investment Management Ltd,36572,0.0017,
ULVR.L,,Sanford DeLand Asset Management Limited,36000,0.0016,
ULVR.L,,Bracey (Esi Eggleston),35964,0.0016,
ULVR.L,,Epsilon SGR SpA,35757,0.0016,
ULVR.L,,Vunani Fund Managers (Pty) Ltd.,35579,0.0016,
ULVR.L,,LLB Asset Management AG,34968,0.0016,
ULVR.L,,Bordier & Cie (UK) PLC,34667,0.0016,
ULVR.L,,FA Solutions Ltd,34636,0.0016,
ULVR.L,,"Urquijo Gestión, S.A., S.G.I.I.C., Sociedad Unipersonal",34529,0.0016,
ULVR.L,,Peregrine Guernsey Ltd,32871,0.0015,
ULVR.L,,Do Investment AG,32753,0.0015,
ULVR.L,,"Bailard, Inc.",32611,0.0015,
ULVR.L,,Warburg Invest Kapitalanlagegesellschaft mbH,32041,0.0015,
ULVR.L,,Nevastar Finance Ltd.,31770,0.0015,
ULVR.L,,Agenta Investment Management,31671,0.0014,
ULVR.L,,Azimut Capital Management Sgr SpA,31515,0.0014,
ULVR.L,,"Teachers Advisors, LLC",31244,0.0014,
ULVR.L,,Universal-Investment-Gesellschaft mbH,31080,0.0014,
ULVR.L,,Manulife Investment Management (Hong Kong) Limited,30744,0.0014,
ULVR.L,,Atrium Portfolio Managers,30204,0.0014,
ULVR.L,,JPMorgan Asset Management (Asia Pacific) Limited,30117,0.0014,
ULVR.L,,Investec Wealth & Investment Limited,30000,0.0014,
ULVR.L,,Fürst Fugger Privatbank KG,29944,0.0014,
ULVR.L,,DFP Deutsche Finanz Portfolioverwaltung GmbH,28799,0.0013,
ULVR.L,,PGIM Investments LLC,28733,0.0013,
ULVR.L,,Julius Baer International Ltd.,28257,0.0013,
ULVR.L,,"Deutsche Wealth Management, S.G.I.I.C., S.A",28130,0.0013,
ULVR.L,,MLC Investments Limited,28060,0.0013,
ULVR.L,,Oldenburgische Landesbank AG,27555,0.0013,
ULVR.L,,HSBC Global Asset Management Deutschland GmbH,27452,0.0013,
ULVR.L,,Capital International Sarl,27433,0.0013,
ULVR.L,,FMR Investment Management (U.K.) Limited,27333,0.0013,
ULVR.L,,PKB Privat Bank AG,27111,0.0012,
ULVR.L,,Sydinvest,26941,0.0012,
ULVR.L,,Jawa (Rohit),26814,0.0012,
ULVR.L,,Signal Iduna Asset Management GmbH,26697,0.0012,
ULVR.L,,Fund Development and Advisory AG,26667,0.0012,
ULVR.L,,Generali Investments Partners S.p.A. SGR,26245,0.0012,
ULVR.L,,Deka Vermögensmanagement GmbH,26222,0.0012,
ULVR.L,,Aviva Investors UK Fund Services Limited,26202,0.0012,
ULVR.L,,"Asset Management One Co., Ltd.",25909,0.0012,
ULVR.L,,Axxion S.A.,25758,0.0012,
ULVR.L,,BEA Union Investment Management Limited,25681,0.0012,
ULVR.L,,W & W Asset Management GmbH,25497,0.0012,
ULVR.L,,Nayager (Mairead),25457,0.0012,
ULVR.L,,Berenberg Bank (Asset Management),25382,0.0012,
ULVR.L,,Standard Life Assurance Limited,25321,0.0012,
ULVR.L,,AXA Investment Managers US Inc.,25027,0.0011,
ULVR.L,,MFS International Singapore Pte. Ltd,25000,0.0011,
ULVR.L,,"Büttner, Kolberg & Partner- Vermögensverwalter- GmbH",25000,0.0011,
ULVR.L,,Danske Bank Group Treasury,24903,0.0011,
ULVR.L,,Tellsons Investors LLP,24889,0.0011,
ULVR.L,,Société Générale Bank & Trust (Luxembourg),24888,0.0011,
ULVR.L,,Dr. Pirmin Hotz Vermögensverwaltungen AG,24888,0.0011,
ULVR.L,,Schumacher (Hein),24811,0.0011,
ULVR.L,,Aktie-Ansvar AB,24755,0.0011,
ULVR.L,,"Andbank Wealth Management, SGIIC, S.A.U.",24608,0.0011,
ULVR.L,,Sunrise Securities GmbH,24183,0.0011,
ULVR.L,,U Ethical,24155,0.0011,
ULVR.L,,ABELE Depotverwaltung GmbH,24000,0.0011,
ULVR.L,,"Riverfront Investment Group, LLC",23925,0.0011,
ULVR.L,,Canaccord Genuity Wealth Management,23911,0.0011,
ULVR.L,,Meakins (Ian K.),23143,0.0011,
ULVR.L,,Luther King Capital Management Corp.,22991,0.0011,
ULVR.L,,Axion Swiss Bank SA,22888,0.001,
ULVR.L,,PROAKTIVA GmbH,22666,0.001,
ULVR.L,,Generali Insurance Asset Management S.p.A. SGR,22336,0.001,
ULVR.L,,Michael Pintarelli Finanzdienstleistungen AG,22222,0.001,
ULVR.L,,Mattioli Woods plc,21539,0.001,
ULVR.L,,ClucasGray (Pty) Ltd,21511,0.001,
ULVR.L,,Bantleon Invest AG,20944,0.001,
ULVR.L,,Lazard Asset Management Pacific Company,20942,0.001,
ULVR.L,,Marshall Wace LLP,20768,0.001,
ULVR.L,,Finreon AG,20631,0.0009,
ULVR.L,,"Santander Private Banking Gestion, S.A., S.G.I.I.C.",20348,0.0009,
ULVR.L,,Matrix Capital Management Trust reg.,20267,0.0009,
ULVR.L,,Edinburgh Partners Limited,20264,0.0009,
ULVR.L,,PGIM Quantitative Solutions LLC,20058,0.0009,
ULVR.L,,Nair (Priya),19738,0.0009,
ULVR.L,,Allianz Invest Kapitalanlagegesellschaft mbH,19555,0.0009,
ULVR.L,,Brooks Macdonald Asset Management Limited,19486,0.0009,
ULVR.L,,"ICBC UBS Asset Management Co., Ltd.",19387,0.0009,
ULVR.L,,Amundi SGR SpA,18875,0.0009,
ULVR.L,,Andersen (Nils Smedegaard),18679,0.0009,
ULVR.L,,Uijen (Willem),18526,0.0008,
ULVR.L,,Financière de la Cité,18516,0.0008,
ULVR.L,,PEH Wertpapier AG,18222,0.0008,
ULVR.L,,MFS International (U.K.) Limited,18217,0.0008,
ULVR.L,,Investitori SGR S.p.A.,18173,0.0008,
ULVR.L,,Degussa Bank AG,18139,0.0008,
ULVR.L,,DFA Australia Ltd.,18030,0.0008,
ULVR.L,,Conservateur Gestion Valor SA,17778,0.0008,
ULVR.L,,BCC Risparmio&Previdenza S.G.R.p.A.,17777,0.0008,
ULVR.L,,"Generali Investments CEE, a.s.",17526,0.0008,
ULVR.L,,Columbia Threadneedle Management Limited,17513,0.0008,
ULVR.L,,De Pury Pictet Turrettini & Co. Ltd.,17493,0.0008,
ULVR.L,,Campanella (Eduardo),17321,0.0008,
ULVR.L,,Schroder Investment Management (Australia) Ltd.,17277,0.0008,
ULVR.L,,Simpel S.A.,17223,0.0008,
ULVR.L,,Avadis Anlagestiftung,16623,0.0008,
ULVR.L,,Kathrein Capital Management GmbH,16472,0.0008,
ULVR.L,,Iguana Investments Limited,16219,0.0007,
ULVR.L,,"IM Asset Management, Ltd.",16088,0.0007,
ULVR.L,,Swiss Life Asset Managers France,15886,0.0007,
ULVR.L,,"Metagestion, S.G.I.I.C., S.A.U.",15852,0.0007,
ULVR.L,,Northstar Asset Management (Pty) Ltd,15750,0.0007,
ULVR.L,,Universal-Investment-Luxembourg S.A.,15448,0.0007,
ULVR.L,,"Sabadell Asset Management, S.A., S.G.I.I.C., Sociedad Unipersonal",15338,0.0007,
ULVR.L,,Lodestar Fund Managers Pty Ltd,15177,0.0007,
ULVR.L,,Unicorn Asset Management Ltd.,15000,0.0007,
ULVR.L,,Montaigne Capital SAS,14913,0.0007,
ULVR.L,,MFM Mirante Fund Management SA,14844,0.0007,
ULVR.L,,Fiera Capital Corporation,14844,0.0007,
ULVR.L,,"Connor, Clark & Lunn Investment Management Ltd.",14592,0.0007,
ULVR.L,,IM Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Co,14222,0.0007,
ULVR.L,,Lån & Spar Bank A/S,14222,0.0007,
ULVR.L,,SEI Investments Canada,14058,0.0006,
ULVR.L,,"Alps Advisors, Inc.",14050,0.0006,
ULVR.L,,RAM Active Investments S.A.,14025,0.0006,
ULVR.L,,FWU Invest S.A.,13919,0.0006,
ULVR.L,,RBV GmbH,13779,0.0006,
ULVR.L,,Lazard Asset Management (Deutschland) GmbH,13651,0.0006,
ULVR.L,,KREMSER BANK und Sparkassen AG,13501,0.0006,
ULVR.L,,Atomos Investments Limited,13421,0.0006,
ULVR.L,,Zuger Kantonalbank,13404,0.0006,
ULVR.L,,Midas Wealth Management SA,13333,0.0006,
ULVR.L,,Fondsfinans Kapitalforvaltning AS,13333,0.0006,
ULVR.L,,Hamburger Sparkasse AG,13333,0.0006,
ULVR.L,,Kempen Capital Management (UK) Ltd.,13306,0.0006,
ULVR.L,,smart-invest GmbH,13279,0.0006,
ULVR.L,,GAP Vermögensverwaltung GmbH,13155,0.0006,
ULVR.L,,National Bank Trust,12990,0.0006,
ULVR.L,,Global X Investments Canada Inc.,12882,0.0006,
ULVR.L,,Lingohr & Partner Asset Management GmbH,12806,0.0006,
ULVR.L,,Bâloise Asset Management,12618,0.0006,
ULVR.L,,"Wilmington Trust Investment Advisors, Inc.",12428,0.0006,
ULVR.L,,Woodhill Asset Management LLP,12409,0.0006,
ULVR.L,,"Hilton Capital Management, LLC",12093,0.0006,
ULVR.L,,BANTLEON AG,12005,0.0005,
ULVR.L,,Rothschild & Co. Bank AG,11973,0.0005,
ULVR.L,,"G.I.I.C. Fineco S.G.I.I.C, S.A.U.",11662,0.0005,
ULVR.L,,Putnam Investments Canada ULC,11608,0.0005,
ULVR.L,,Symphonia SGR Spa,11556,0.0005,
ULVR.L,,LIGA Bank eG,11375,0.0005,
ULVR.L,,UBS Switzerland AG,11246,0.0005,
ULVR.L,,Ossiam,10930,0.0005,
ULVR.L,,Reuss Private AG,10888,0.0005,
ULVR.L,,"DUX Inversores, SGIIC, S.A.",10650,0.0005,
ULVR.L,,Impact Asset Management GmbH,10622,0.0005,
ULVR.L,,UBS Asset Management (Canada) Inc.,10611,0.0005,
ULVR.L,,NFS Capital AG,10515,0.0005,
ULVR.L,,Optimix Vermogensbeheer N.V.,10444,0.0005,
ULVR.L,,Consultinvest Asset Management SGR S.p.A.,10355,0.0005,
ULVR.L,,Oddo BHF Asset Management S.A.S,10286,0.0005,
ULVR.L,,Arve Asset Management AG,10243,0.0005,
ULVR.L,,"Banca March, S.A.",10200,0.0005,
ULVR.L,,"March Asset Management, S.G.I.I.C., S.A.U.",10200,0.0005,
ULVR.L,,"AQR Capital Management, LLC",10127,0.0005,
ULVR.L,,KANON AG,10013,0.0005,
ULVR.L,,Gonet & Cie SA,10000,0.0005,
ULVR.L,,Schipper (Heiko),9889,0.0005,
ULVR.L,,Schroder Investment Management (Europe) S.A.,9864,0.0005,
ULVR.L,,Hansen & Heinrich Aktiengesellschaft,9821,0.0004,
ULVR.L,,FIL Gestion,9798,0.0004,
ULVR.L,,Guardian Capital LP,9705,0.0004,
ULVR.L,,AGF Investments Inc.,9653,0.0004,
ULVR.L,,Spirit Asset Management S.A.,9637,0.0004,
ULVR.L,,FIMAX Vermögensberatung GmbH,9511,0.0004,
ULVR.L,,Greiff capital management AG,9488,0.0004,
ULVR.L,,ING Luxembourg S.A.,9474,0.0004,
ULVR.L,,LLB Invest Kapitalanlagegesellschaft m.b.H.,9448,0.0004,
ULVR.L,,KBI Global Investors Ltd.,9430,0.0004,
ULVR.L,,Margetts Fund Management Limited,9355,0.0004,
ULVR.L,,BlackRock Fund Advisors,9307,0.0004,
ULVR.L,,ARCA Fondi SGR S.p.A,9281,0.0004,
ULVR.L,,AMPLEGEST,9245,0.0004,
ULVR.L,,BTG Pactual Europe SA,9085,0.0004,
ULVR.L,,Jyske Bank A/S,9021,0.0004,
ULVR.L,,BG Aequitum SA,8941,0.0004,
ULVR.L,,Saturna Sdn. Bhd.,8889,0.0004,
ULVR.L,,Heritage Capital Management Limited,8889,0.0004,
ULVR.L,,Visio Capital Management (Pty) Ltd.,8889,0.0004,
ULVR.L,,Investor AB,8889,0.0004,
ULVR.L,,ARVEST Funds AG,8888,0.0004,
ULVR.L,,Santander Asset Management,8863,0.0004,
ULVR.L,,GAM Investment Management (Switzerland) AG,8845,0.0004,
ULVR.L,,Banca Popolare di Sondrio (Suisse) S.A.,8716,0.0004,
ULVR.L,,PineBridge Investments Europe Limited,8699,0.0004,
ULVR.L,,Yealand Fund Services Limited,8687,0.0004,
ULVR.L,,Euregio Plus SGR S.p.A,8622,0.0004,
ULVR.L,,Mirae Asset Global Investments (USA) LLC,8578,0.0004,
ULVR.L,,Macquarie Investment Management Austria Kapitalanlage AG,8527,0.0004,
ULVR.L,,RP Rheinische Portfolio Management GmbH,8440,0.0004,
ULVR.L,,"Gabelli Funds, LLC",8425,0.0004,
ULVR.L,,Matejka & Partner Asset Management GmbH,8397,0.0004,
ULVR.L,,Numeric Investors LLC,8326,0.0004,
ULVR.L,,UOB Islamic Asset Management Sdn Bhd,8211,0.0004,
ULVR.L,,"Kayne Anderson Rudnick Investment Management, LLC",8135,0.0004,
ULVR.L,,"Gesiuris Asset Management S.G.I.I.C., S.A.",8122,0.0004,
ULVR.L,,Eurizon SLJ Capital Limited,8080,0.0004,
ULVR.L,,abrdn Investment Management Limited,8020,0.0004,
ULVR.L,,Sorbus Partners LLP,7893,0.0004,
ULVR.L,,Evelyn Partners Investment Management Services Limited,7789,0.0004,
ULVR.L,,"Merck Finck, a Quintet Private Bank (Europe) S.A. branch",7768,0.0004,
ULVR.L,,"Amova Asset Management Co., Ltd.",7732,0.0004,
ULVR.L,,Quaestio Capital Management SGR S.p.A.,7721,0.0004,
ULVR.L,,AMR Financial Management Ltd,7716,0.0004,
ULVR.L,,"Vident Investment Advisory, LLC",7706,0.0004,
ULVR.L,,Omicron Investment Management GmbH,7617,0.0003,
ULVR.L,,TOBAM,7552,0.0003,
ULVR.L,,"Montepio Gestão de Activos - SGFI, S.A.",7462,0.0003,
ULVR.L,,Evli Fund Management Company Ltd.,7400,0.0003,
ULVR.L,,Riverfield Partners LLP,7389,0.0003,
ULVR.L,,Alpha Portfolio Management,7348,0.0003,
ULVR.L,,Zantke & Cie. Asset Management GmbH,7286,0.0003,
ULVR.L,,"Rock Creek Group, L.P.",7260,0.0003,
ULVR.L,,Vontobel Asset Management S.A. - Niederlassung München,7242,0.0003,
ULVR.L,,Bankhaus Bauer AG,7178,0.0003,
ULVR.L,,Verida Asset Management GmbH,7111,0.0003,
ULVR.L,,Qualion finance S.A.,7066,0.0003,
ULVR.L,,Point Capital Group,7000,0.0003,
ULVR.L,,IQAM Invest GmbH,6667,0.0003,
ULVR.L,,"Amundi Asset Management US, Inc._NLE",6632,0.0003,
ULVR.L,,PRIVACON Vermögensverwaltung GmbH,6530,0.0003,
ULVR.L,,"Santander Asset Management - S.G.F.I.M., S.A",6526,0.0003,
ULVR.L,,"Driehaus Capital Management, LLC",6508,0.0003,
ULVR.L,,Deutsche Bank (Suisse) SA,6479,0.0003,
ULVR.L,,KEPLER-FONDS Kapitalanlagegesellschaft m.b.H.,6420,0.0003,
ULVR.L,,Andbank Asset Management S.A.,6371,0.0003,
ULVR.L,,Privatconsult Vermögensverwaltung GmbH,6264,0.0003,
ULVR.L,,FIL Investments (Japan) Limited,6218,0.0003,
ULVR.L,,Vontobel Asset Management S.A.,6217,0.0003,
ULVR.L,,Actinver S.A. de C.V.,6208,0.0003,
ULVR.L,,Perpetua Investment Managers (Pty) Ltd,6146,0.0003,
ULVR.L,,Nomura Investment Management Business Trust,6110,0.0003,
ULVR.L,,Banque de Luxembourg S.A.,6082,0.0003,
ULVR.L,,Union Investment Institutional GmbH,5966,0.0003,
ULVR.L,,Amundi Austria GmbH,5865,0.0003,
ULVR.L,,Osmosis Investment Management UK Ltd,5812,0.0003,
ULVR.L,,Singular Asset Management SGIIC SA.,5782,0.0003,
ULVR.L,,TT International Asset Management Ltd,5761,0.0003,
ULVR.L,,Finaccess Value Agencia de Valores SA,5709,0.0003,
ULVR.L,,Fulcrum Asset Management LLP,5679,0.0003,
ULVR.L,,Payden & Rygel,5600,0.0003,
ULVR.L,,EB - Sustainable Investment Management GmbH,5475,0.0003,
ULVR.L,,Penserra Capital Management LLC,5444,0.0002,
ULVR.L,,Helaba Invest Kapitalanlagegesellschaft mbH,5441,0.0002,
ULVR.L,,"Hotchkis and Wiley Capital Management, LLC",5399,0.0002,
ULVR.L,,NFB Asset Management (Pty) Ltd,5333,0.0002,
ULVR.L,,Hyposwiss Private Bank Genève SA,5333,0.0002,
ULVR.L,,"Zacks Investment Management, Inc.",5333,0.0002,
ULVR.L,,Saga Select Asset Management Ltd.,5244,0.0002,
ULVR.L,,Amundi Deutschland GmbH,5241,0.0002,
ULVR.L,,"Vontobel Asset Management, Inc.",5141,0.0002,
ULVR.L,,"Samsung Asset Management Co., Ltd.",4939,0.0002,
ULVR.L,,SVA Vermögensverwaltung Stuttgart GmbH,4889,0.0002,
ULVR.L,,Instit (Pty) Ltd,4889,0.0002,
ULVR.L,,TOP Vermögen AG,4888,0.0002,
ULVR.L,,"Cathay Securities Investment Trust Co., Ltd.",4886,0.0002,
ULVR.L,,Lakefield Partners AG,4848,0.0002,
ULVR.L,,Mandarine Gestion,4809,0.0002,
ULVR.L,,RESCAD S.A.,4749,0.0002,
ULVR.L,,Knights of Columbus,4722,0.0002,
ULVR.L,,Decalia SA,4705,0.0002,
ULVR.L,,Market Portfolio AM,4634,0.0002,
ULVR.L,,"Parnassus Investments, LLC",4600,0.0002,
